고객ID,최초거래일,마지막거래일,거래횟수,결제금액,평균거래주기(일),평균거래주기(월),최근구매일경과일
USER_0082,2019-04-18,2019-04-18,1,13.100999999999999,,,258
USER_0083,2019-08-09,2019-08-09,7,2213.1040000000003,0.0,0.0,145
USER_0084,2019-08-24,2019-10-05,26,2523.974,1.68,0.056,88
USER_0085,2019-01-09,2019-12-19,16,2764.661,22.933333333333334,0.7644444444444445,13
USER_0086,2019-10-02,2019-10-02,5,716.19,0.0,0.0,91
USER_0087,2019-08-22,2019-09-19,2,74.16,28.0,0.9333333333333333,104
USER_0088,2019-06-09,2019-06-09,2,32.282999999999994,0.0,0.0,206
USER_0089,2019-06-30,2019-11-30,38,6342.629,4.135135135135135,0.13783783783783785,32
USER_0090,2019-08-30,2019-08-30,3,242.816,0.0,0.0,124
USER_0091,2019-09-09,2019-09-09,11,1545.277,0.0,0.0,114
USER_0092,2019-12-10,2019-12-10,10,1260.203,0.0,0.0,22
USER_0093,2019-07-12,2019-07-12,3,202.98000000000002,0.0,0.0,173
USER_0094,2019-03-20,2019-12-03,88,14499.063,2.9655172413793105,0.09885057471264368,29
USER_0095,2019-02-05,2019-12-11,68,11262.569,4.611940298507463,0.1537313432835821,21
USER_0096,2019-04-12,2019-09-30,38,9365.674,4.621621621621622,0.15405405405405406,93
USER_0097,2019-01-31,2019-01-31,6,934.026,0.0,0.0,335
USER_0098,2019-06-28,2019-10-27,8,1295.874,17.285714285714285,0.5761904761904761,66
USER_0099,2019-10-14,2019-10-14,4,1634.5500000000002,0.0,0.0,79
USER_0100,2019-06-28,2019-06-28,13,1544.597,0.0,0.0,187
USER_0101,2019-03-04,2019-08-30,21,2692.363,8.95,0.2983333333333333,124
USER_0102,2019-03-27,2019-11-08,16,2752.792,15.066666666666666,0.5022222222222222,54
USER_0103,2019-02-06,2019-12-21,27,3555.323,12.23076923076923,0.4076923076923077,11
USER_0104,2019-03-01,2019-11-27,26,6178.718,10.84,0.36133333333333334,35
USER_0105,2019-04-12,2019-07-06,10,1844.7140000000002,9.444444444444445,0.3148148148148148,179
USER_0106,2019-08-21,2019-08-21,7,452.32800000000003,0.0,0.0,133
USER_0107,2019-02-08,2019-02-09,14,4150.762,0.07692307692307693,0.002564102564102564,326
USER_0108,2019-06-27,2019-11-17,16,1650.67,9.533333333333333,0.31777777777777777,45
USER_0109,2019-10-11,2019-10-11,8,870.025,0.0,0.0,82
USER_0110,2019-08-19,2019-08-19,7,488.002,0.0,0.0,135
USER_0111,2019-04-24,2019-11-27,38,11545.644,5.864864864864865,0.1954954954954955,35
USER_0112,2019-07-13,2019-07-13,2,77.752,0.0,0.0,172
USER_0113,2019-07-29,2019-11-20,18,2671.5840000000003,6.705882352941177,0.2235294117647059,42
USER_0114,2019-08-16,2019-08-16,1,125.16000000000001,,,138
USER_0115,2019-01-30,2019-01-30,8,1677.468,0.0,0.0,336
USER_0116,2019-10-23,2019-10-24,34,9008.044,0.030303030303030304,0.00101010101010101,69
USER_0117,2019-03-01,2019-09-28,10,1577.668,23.444444444444443,0.7814814814814814,95
USER_0118,2019-01-08,2019-09-15,328,68590.161,0.764525993883792,0.025484199796126403,108
USER_0119,2019-05-05,2019-08-01,20,1817.258,4.631578947368421,0.1543859649122807,153
USER_0120,2019-12-21,2019-12-21,17,3370.5789999999997,0.0,0.0,11
USER_0121,2019-04-12,2019-04-12,1,44.982,,,264
USER_0122,2019-03-01,2019-03-02,8,893.166,0.14285714285714285,0.0047619047619047615,305
USER_0123,2019-11-06,2019-11-06,28,4994.886,0.0,0.0,56
USER_0124,2019-04-05,2019-08-11,28,3964.178,4.7407407407407405,0.1580246913580247,143
USER_0125,2019-12-08,2019-12-18,7,1242.8229999999999,1.6666666666666667,0.05555555555555556,14
USER_0126,2019-12-01,2019-12-01,3,517.8629999999999,0.0,0.0,31
USER_0127,2019-02-04,2019-12-24,15,2053.264,23.071428571428573,0.7690476190476191,8
USER_0128,2019-06-26,2019-10-28,32,3871.033,4.0,0.13333333333333333,65
USER_0129,2019-04-30,2019-04-30,8,673.312,0.0,0.0,246
USER_0130,2019-01-03,2019-01-03,2,128.023,0.0,0.0,363
USER_0131,2019-02-08,2019-08-09,11,2064.484,18.2,0.6066666666666667,145
USER_0132,2019-04-12,2019-06-02,7,325.56100000000004,8.5,0.2833333333333333,213
USER_0133,2019-03-04,2019-03-04,5,488.135,0.0,0.0,303
USER_0134,2019-09-11,2019-09-11,5,544.2860000000001,0.0,0.0,112
USER_0135,2019-04-19,2019-11-08,31,7326.174,6.766666666666667,0.22555555555555556,54
USER_0136,2019-06-01,2019-10-03,6,973.386,24.8,0.8266666666666667,90
USER_0137,2019-12-05,2019-12-06,19,2603.921,0.05555555555555555,0.0018518518518518517,26
USER_0138,2019-01-05,2019-01-05,28,4179.285,0.0,0.0,361
USER_0139,2019-03-25,2019-06-29,23,3346.498,4.363636363636363,0.14545454545454545,186
USER_0140,2019-02-01,2019-11-27,49,10847.835,6.229166666666667,0.2076388888888889,35
USER_0141,2019-12-23,2019-12-23,9,2235.362,0.0,0.0,9
USER_0142,2019-11-17,2019-12-03,12,1796.3249999999998,1.4545454545454546,0.048484848484848485,29
USER_0143,2019-10-21,2019-10-24,23,4483.556,0.13636363636363635,0.004545454545454545,69
USER_0144,2019-01-17,2019-01-17,3,850.405,0.0,0.0,349
USER_0145,2019-06-05,2019-06-05,1,238.0,,,210
USER_0146,2019-06-01,2019-06-02,24,3037.772,0.043478260869565216,0.0014492753623188406,213
USER_0147,2019-01-09,2019-11-12,19,5141.295,17.055555555555557,0.5685185185185185,50
USER_0148,2019-04-06,2019-04-06,1,31.686,,,270
USER_0149,2019-04-18,2019-09-07,31,3461.228,4.733333333333333,0.15777777777777777,116
USER_0150,2019-05-06,2019-05-06,1,1.2,,,240
USER_0151,2019-06-15,2019-08-31,11,1135.168,7.7,0.25666666666666665,123
USER_0152,2019-11-29,2019-11-29,1,228.0,,,33
USER_0153,2019-03-18,2019-03-18,2,62.76299999999999,0.0,0.0,289
USER_0154,2019-01-22,2019-01-22,7,1090.622,0.0,0.0,344
USER_0155,2019-10-05,2019-10-06,19,3764.842,0.05555555555555555,0.0018518518518518517,87
USER_0156,2019-01-12,2019-07-20,30,5655.232,6.517241379310345,0.21724137931034485,165
USER_0157,2019-09-05,2019-09-05,1,15.35,,,118
USER_0158,2019-06-11,2019-06-11,8,246.93099999999998,0.0,0.0,204
USER_0159,2019-12-06,2019-12-06,5,847.634,0.0,0.0,26
USER_0160,2019-06-25,2019-06-29,2,18.662999999999997,4.0,0.13333333333333333,186
USER_0161,2019-10-16,2019-10-16,2,804.77,0.0,0.0,77
USER_0162,2019-08-08,2019-08-08,2,174.21,0.0,0.0,146
USER_0163,2019-04-11,2019-04-11,7,683.5550000000001,0.0,0.0,265
USER_0164,2019-07-05,2019-07-06,7,1012.02,0.16666666666666666,0.005555555555555555,179
USER_0165,2019-01-14,2019-10-27,25,4750.719,11.916666666666666,0.3972222222222222,66
USER_0166,2019-08-26,2019-10-12,6,843.085,9.4,0.31333333333333335,81
USER_0167,2019-12-31,2019-12-31,14,2890.086,0.0,0.0,1
USER_0168,2019-07-17,2019-08-01,13,866.348,1.25,0.041666666666666664,153
USER_0169,2019-04-10,2019-04-11,6,590.26,0.2,0.006666666666666667,265
USER_0170,2019-01-31,2019-06-23,10,1439.053,15.88888888888889,0.5296296296296297,192
USER_0171,2019-10-04,2019-10-04,2,483.79999999999995,0.0,0.0,89
USER_0172,2019-01-29,2019-12-19,31,3775.587,10.8,0.36000000000000004,13
USER_0173,2019-06-14,2019-08-23,4,1125.57,23.333333333333332,0.7777777777777778,131
USER_0174,2019-04-29,2019-09-05,2,156.6,129.0,4.3,118
USER_0175,2019-12-14,2019-12-14,2,449.828,0.0,0.0,18
USER_0176,2019-11-03,2019-11-21,7,730.514,3.0,0.1,41
USER_0177,2019-04-24,2019-04-24,8,822.1410000000001,0.0,0.0,252
USER_0178,2019-09-11,2019-10-27,23,2114.382,2.090909090909091,0.06969696969696969,66
USER_0179,2019-10-27,2019-10-27,5,842.55,0.0,0.0,66
USER_0180,2019-06-24,2019-11-10,37,5151.543,3.861111111111111,0.1287037037037037,52
USER_0181,2019-05-22,2019-09-28,8,2061.253,18.428571428571427,0.6142857142857142,95
USER_0182,2019-01-30,2019-01-30,3,192.229,0.0,0.0,336
USER_0183,2019-02-03,2019-02-03,28,4264.118,0.0,0.0,332
USER_0184,2019-04-18,2019-06-13,6,1593.2479999999998,11.2,0.3733333333333333,202
USER_0185,2019-07-07,2019-07-07,4,165.192,0.0,0.0,178
USER_0186,2019-07-12,2019-07-12,1,9.99,,,173
USER_0187,2019-03-15,2019-03-15,16,1797.681,0.0,0.0,292
USER_0188,2019-06-27,2019-06-27,5,487.006,0.0,0.0,188
USER_0189,2019-02-28,2019-02-28,4,152.842,0.0,0.0,307
USER_0190,2019-01-01,2019-12-18,26,2753.551,14.04,0.46799999999999997,14
USER_0191,2019-09-06,2019-09-06,17,2551.9249999999997,0.0,0.0,117
USER_0192,2019-10-27,2019-10-27,3,214.19199999999998,0.0,0.0,66
USER_0193,2019-03-27,2019-12-27,60,9560.539999999999,4.661016949152542,0.1553672316384181,5
USER_0194,2019-09-06,2019-09-06,1,156.856,,,117
USER_0195,2019-01-15,2019-01-16,7,1391.906,0.16666666666666666,0.005555555555555555,350
USER_0196,2019-10-11,2019-10-11,1,0.9,,,82
USER_0197,2019-02-12,2019-12-28,68,8034.917,4.7611940298507465,0.15870646766169155,4
USER_0198,2019-04-07,2019-04-07,4,1456.583,0.0,0.0,269
USER_0199,2019-03-27,2019-11-10,24,3605.774,9.91304347826087,0.33043478260869563,52
USER_0200,2019-02-09,2019-08-31,117,18737.912,1.75,0.058333333333333334,123
USER_0201,2019-07-24,2019-07-24,6,977.39,0.0,0.0,161
USER_0202,2019-02-10,2019-12-11,176,24822.244,1.737142857142857,0.0579047619047619,21
USER_0203,2019-01-16,2019-09-30,9,1225.1399999999999,32.125,1.0708333333333333,93
USER_0204,2019-06-07,2019-06-07,4,254.299,0.0,0.0,208
USER_0205,2019-01-12,2019-12-12,65,10836.985,5.21875,0.17395833333333333,20
USER_0206,2019-03-04,2019-07-31,4,341.556,49.666666666666664,1.6555555555555554,154
USER_0207,2019-06-01,2019-07-26,18,2684.552,3.235294117647059,0.10784313725490197,159
USER_0208,2019-11-01,2019-11-03,14,2118.79,0.15384615384615385,0.005128205128205128,59
USER_0209,2019-04-17,2019-12-24,54,7920.753,4.735849056603773,0.15786163522012578,8
USER_0210,2019-07-06,2019-07-06,1,107.10000000000001,,,179
USER_0211,2019-08-14,2019-09-04,10,2487.478,2.3333333333333335,0.07777777777777778,119
USER_0212,2019-01-18,2019-01-18,3,460.98,0.0,0.0,348
USER_0213,2019-12-10,2019-12-10,8,857.653,0.0,0.0,22
USER_0214,2019-04-04,2019-12-24,29,18789.164,9.428571428571429,0.3142857142857143,8
USER_0215,2019-04-07,2019-08-01,2,242.12,116.0,3.8666666666666667,153
USER_0216,2019-01-23,2019-10-17,12,1951.675,24.272727272727273,0.8090909090909091,76
USER_0217,2019-06-09,2019-06-10,30,4037.749,0.034482758620689655,0.0011494252873563218,205
USER_0218,2019-03-29,2019-08-17,18,2057.623,8.294117647058824,0.27647058823529413,137
USER_0219,2019-04-19,2019-04-19,3,207.08,0.0,0.0,257
USER_0220,2019-12-22,2019-12-22,33,6649.914,0.0,0.0,10
USER_0221,2019-01-25,2019-01-26,7,1455.643,0.16666666666666666,0.005555555555555555,340
USER_0222,2019-04-07,2019-04-07,4,396.098,0.0,0.0,269
USER_0223,2019-11-20,2019-12-10,16,3028.892,1.3333333333333333,0.04444444444444444,22
USER_0224,2019-08-17,2019-08-17,1,30.59,,,137
USER_0225,2019-01-30,2019-01-30,1,14.85,,,336
USER_0226,2019-04-29,2019-11-25,78,16591.796,2.727272727272727,0.0909090909090909,37
USER_0227,2019-03-09,2019-09-08,38,4938.844,4.945945945945946,0.16486486486486485,115
USER_0228,2019-10-18,2019-10-18,16,3075.61,0.0,0.0,75
USER_0229,2019-11-24,2019-11-24,2,455.974,0.0,0.0,38
USER_0230,2019-08-07,2019-08-22,25,3245.036,0.625,0.020833333333333332,132
USER_0231,2019-07-14,2019-07-14,5,763.365,0.0,0.0,171
USER_0232,2019-10-26,2019-10-26,36,4767.15,0.0,0.0,67
USER_0233,2019-03-23,2019-03-23,15,3341.22,0.0,0.0,284
USER_0234,2019-03-02,2019-11-13,124,19561.308,2.0813008130081303,0.06937669376693768,49
USER_0235,2019-05-25,2019-05-25,14,1670.778,0.0,0.0,221
USER_0236,2019-08-07,2019-08-07,11,1735.574,0.0,0.0,147
USER_0237,2019-08-01,2019-08-01,10,1031.432,0.0,0.0,153
USER_0238,2019-05-12,2019-10-24,39,5101.784,4.342105263157895,0.14473684210526316,69
USER_0239,2019-03-29,2019-12-13,14,1808.262,19.923076923076923,0.6641025641025641,19
USER_0240,2019-12-20,2019-12-20,13,1932.136,0.0,0.0,12
USER_0241,2019-05-12,2019-09-12,10,326.515,13.666666666666666,0.45555555555555555,111
USER_0242,2019-05-21,2019-05-21,1,37.342,,,225
USER_0243,2019-06-07,2019-06-07,19,2110.832,0.0,0.0,208
USER_0244,2019-05-12,2019-07-26,5,445.21999999999997,18.75,0.625,159
USER_0245,2019-04-21,2019-12-20,42,9220.465,5.926829268292683,0.1975609756097561,12
USER_0246,2019-08-05,2019-08-06,8,1206.938,0.14285714285714285,0.0047619047619047615,148
USER_0247,2019-05-31,2019-05-31,4,461.49,0.0,0.0,215
USER_0248,2019-04-14,2019-04-14,15,1396.681,0.0,0.0,262
USER_0249,2019-08-28,2019-09-13,18,1886.756,0.9411764705882353,0.03137254901960784,110
USER_0250,2019-07-19,2019-07-19,5,424.16099999999994,0.0,0.0,166
USER_0251,2019-01-05,2019-01-05,4,1257.346,0.0,0.0,361
USER_0252,2019-09-18,2019-09-18,18,2434.464,0.0,0.0,105
USER_0253,2019-06-12,2019-06-12,1,46.17,,,203
USER_0254,2019-03-27,2019-08-23,26,16173.976,5.96,0.19866666666666666,131
USER_0255,2019-02-14,2019-05-18,17,2780.278,5.8125,0.19375,228
USER_0256,2019-04-07,2019-04-07,1,71.10000000000001,,,269
USER_0257,2019-08-01,2019-11-15,39,7686.42,2.789473684210526,0.09298245614035087,47
USER_0258,2019-08-25,2019-09-30,6,730.662,7.2,0.24000000000000002,93
USER_0259,2019-01-30,2019-06-05,5,742.146,31.5,1.05,210
USER_0260,2019-07-15,2019-07-15,3,609.251,0.0,0.0,170
USER_0261,2019-01-20,2019-01-20,3,455.54699999999997,0.0,0.0,346
USER_0262,2019-12-23,2019-12-23,22,4011.026,0.0,0.0,9
USER_0263,2019-09-23,2019-10-23,12,2028.285,2.727272727272727,0.0909090909090909,70
USER_0264,2019-07-16,2019-07-16,3,401.78700000000003,0.0,0.0,169
USER_0265,2019-06-13,2019-06-13,8,1132.687,0.0,0.0,202
USER_0266,2019-03-20,2019-07-17,42,6052.261,2.902439024390244,0.09674796747967479,168
USER_0267,2019-05-21,2019-11-27,7,1847.38,31.666666666666668,1.0555555555555556,35
USER_0268,2019-04-19,2019-04-19,8,677.037,0.0,0.0,257
USER_0269,2019-11-13,2019-11-13,10,2238.71,0.0,0.0,49
USER_0270,2019-03-27,2019-07-08,5,570.803,25.75,0.8583333333333333,177
USER_0271,2019-11-17,2019-11-17,7,1240.472,0.0,0.0,45
USER_0272,2019-07-28,2019-07-28,1,139.65,,,157
USER_0273,2019-04-12,2019-07-08,11,1570.026,8.7,0.29,177
USER_0274,2019-01-31,2019-04-08,23,2751.817,3.0454545454545454,0.10151515151515152,268
USER_0275,2019-08-30,2019-08-30,15,2978.156,0.0,0.0,124
USER_0276,2019-12-16,2019-12-16,10,1006.9639999999999,0.0,0.0,16
USER_0277,2019-10-15,2019-11-27,10,2301.08,4.777777777777778,0.15925925925925927,35
USER_0278,2019-07-18,2019-07-18,4,519.722,0.0,0.0,167
USER_0279,2019-01-30,2019-01-30,9,1305.041,0.0,0.0,336
USER_0280,2019-10-27,2019-10-27,3,270.112,0.0,0.0,66
USER_0281,2019-01-03,2019-11-29,42,7109.854,8.048780487804878,0.2682926829268293,33
USER_0282,2019-01-18,2019-06-08,24,3588.054,6.130434782608695,0.2043478260869565,207
USER_0283,2019-06-07,2019-08-02,12,733.297,5.090909090909091,0.1696969696969697,152
USER_0284,2019-01-03,2019-05-21,22,2207.963,6.571428571428571,0.21904761904761905,225
USER_0285,2019-08-11,2019-08-11,13,1430.768,0.0,0.0,143
USER_0286,2019-04-05,2019-09-04,19,2941.72,8.444444444444445,0.2814814814814815,119
USER_0287,2019-06-06,2019-09-18,29,3171.581,3.7142857142857144,0.12380952380952381,105
USER_0288,2019-01-12,2019-12-12,38,7618.2029999999995,9.027027027027026,0.3009009009009009,20
USER_0289,2019-08-16,2019-08-28,3,521.72,6.0,0.2,126
USER_0290,2019-03-16,2019-03-16,1,2.8,,,291
USER_0291,2019-07-12,2019-07-12,3,239.339,0.0,0.0,173
USER_0292,2019-03-21,2019-12-20,76,10159.932,3.6533333333333333,0.12177777777777778,12
USER_0293,2019-01-25,2019-12-12,22,3718.9300000000003,15.285714285714286,0.5095238095238096,20
USER_0294,2019-12-06,2019-12-06,10,973.915,0.0,0.0,26
USER_0295,2019-03-17,2019-06-05,12,1600.841,7.2727272727272725,0.2424242424242424,210
USER_0296,2019-06-03,2019-06-21,11,1259.73,1.8,0.060000000000000005,194
USER_0297,2019-03-06,2019-03-06,8,865.529,0.0,0.0,301
USER_0298,2019-09-26,2019-09-26,1,88.889,,,97
USER_0299,2019-02-16,2019-12-02,21,3229.169,14.45,0.48166666666666663,30
USER_0300,2019-02-01,2019-09-22,20,3352.2039999999997,12.263157894736842,0.4087719298245614,101
USER_0301,2019-04-06,2019-04-06,12,1513.634,0.0,0.0,270
USER_0302,2019-09-08,2019-09-08,1,29.842,,,115
USER_0303,2019-04-07,2019-04-07,4,6290.0070000000005,0.0,0.0,269
USER_0304,2019-06-20,2019-11-14,23,3370.317,6.681818181818182,0.22272727272727272,48
USER_0305,2019-11-17,2019-11-17,1,17.57,,,45
USER_0306,2019-12-19,2019-12-19,8,999.5229999999999,0.0,0.0,13
USER_0307,2019-10-16,2019-10-16,3,1006.29,0.0,0.0,77
USER_0308,2019-11-17,2019-11-17,3,283.314,0.0,0.0,45
USER_0309,2019-03-19,2019-07-11,40,6481.189,2.923076923076923,0.09743589743589744,174
USER_0310,2019-08-11,2019-08-11,8,890.822,0.0,0.0,143
USER_0311,2019-03-21,2019-03-21,10,1351.666,0.0,0.0,286
USER_0312,2019-01-16,2019-12-14,15,1916.188,23.714285714285715,0.7904761904761906,18
USER_0313,2019-03-02,2019-03-02,5,461.746,0.0,0.0,305
USER_0314,2019-12-19,2019-12-19,5,885.873,0.0,0.0,13
USER_0315,2019-12-28,2019-12-29,16,2480.315,0.06666666666666667,0.0022222222222222222,3
USER_0316,2019-08-06,2019-08-07,12,1705.004,0.09090909090909091,0.0030303030303030303,147
USER_0317,2019-03-27,2019-09-04,17,1391.585,10.0625,0.33541666666666664,119
USER_0318,2019-12-02,2019-12-02,13,2747.33,0.0,0.0,30
USER_0319,2019-12-06,2019-12-06,3,362.87,0.0,0.0,26
USER_0320,2019-06-03,2019-06-03,4,1030.959,0.0,0.0,212
USER_0321,2019-08-28,2019-08-28,6,510.91,0.0,0.0,126
USER_0322,2019-10-17,2019-11-27,12,1815.8980000000001,3.727272727272727,0.12424242424242424,35
USER_0323,2019-06-25,2019-06-25,14,1803.328,0.0,0.0,190
USER_0324,2019-07-21,2019-12-10,5,976.788,35.5,1.1833333333333333,22
USER_0325,2019-09-06,2019-09-06,9,907.027,0.0,0.0,117
USER_0326,2019-04-06,2019-04-07,6,484.48,0.2,0.006666666666666667,269
USER_0327,2019-03-04,2019-03-04,5,360.421,0.0,0.0,303
USER_0328,2019-07-31,2019-07-31,9,1333.928,0.0,0.0,154
USER_0329,2019-10-06,2019-10-07,32,4097.541,0.03225806451612903,0.001075268817204301,86
USER_0330,2019-05-08,2019-12-19,31,4087.087,7.5,0.25,13
USER_0331,2019-08-14,2019-08-19,3,212.782,2.5,0.08333333333333333,135
USER_0332,2019-07-18,2019-08-02,44,5659.8279999999995,0.3488372093023256,0.011627906976744186,152
USER_0333,2019-09-18,2019-09-18,1,29.035999999999998,,,105
USER_0334,2019-01-05,2019-12-20,37,5246.657,9.694444444444445,0.32314814814814813,12
USER_0335,2019-09-05,2019-09-06,14,1119.3990000000001,0.07692307692307693,0.002564102564102564,117
USER_0336,2019-10-23,2019-10-23,1,238.0,,,70
USER_0337,2019-01-03,2019-01-03,7,1233.229,0.0,0.0,363
USER_0338,2019-11-20,2019-11-20,23,3821.55,0.0,0.0,42
USER_0339,2019-11-21,2019-11-21,19,2421.45,0.0,0.0,41
USER_0340,2019-01-17,2019-08-01,48,6516.626,4.170212765957447,0.13900709219858157,153
