,고객ID,최초거래일,마지막거래일,거래횟수,결제금액,평균거래주기(일),평균거래주기(월),최근구매일경과일,recency,frequency,monetary,score
52,USER_0052,2019-08-13,2019-08-14,5,476.97200000000004,0.25,0.008333333333333333,140,0.6181318681318682,0.012232415902140673,0.006516720621789478,22.0
53,USER_0053,2019-09-15,2019-09-15,6,1531.97,0.0,0.0,108,0.706043956043956,0.015290519877675842,0.02095808079954968,26.0
54,USER_0054,2019-11-27,2019-11-27,22,4068.46,0.0,0.0,35,0.9065934065934066,0.06422018348623852,0.05567887238141711,36.0
55,USER_0055,2019-08-02,2019-08-02,8,1225.04,0.0,0.0,152,0.5851648351648351,0.021406727828746176,0.016756663660029092,22.0
56,USER_0056,2019-08-12,2019-11-08,100,17828.848,0.8888888888888888,0.029629629629629627,54,0.8543956043956044,0.3027522935779816,0.24403820509458754,49.0
57,USER_0057,2019-05-12,2019-12-10,32,3887.902,6.838709677419355,0.22795698924731184,22,0.9423076923076923,0.09480122324159021,0.053207300766138194,38.0
58,USER_0058,2019-06-26,2019-06-26,9,1448.06,0.0,0.0,189,0.48351648351648346,0.024464831804281346,0.019809477169480373,18.0
59,USER_0059,2019-08-30,2019-10-23,14,1439.696,4.153846153846154,0.13846153846153847,70,0.8104395604395604,0.039755351681957186,0.019694986396486692,30.0
60,USER_0060,2019-02-02,2019-08-17,4,242.588,65.33333333333333,2.1777777777777776,137,0.6263736263736264,0.009174311926605505,0.003308350782316656,22.0
61,USER_0061,2019-10-12,2019-12-11,11,2663.846,6.0,0.2,21,0.945054945054945,0.030581039755351678,0.03645178694170588,35.0
62,USER_0062,2019-02-14,2019-12-21,71,11347.089,4.428571428571429,0.14761904761904762,11,0.9725274725274725,0.21406727828746178,0.15531252380946775,47.0
63,USER_0063,2019-11-16,2019-11-16,5,1348.5800000000002,0.0,0.0,46,0.8763736263736264,0.012232415902140673,0.018447743298436462,32.0
64,USER_0064,2019-06-12,2019-06-12,33,5522.247,0.0,0.0,203,0.44505494505494503,0.09785932721712538,0.07557906336637203,22.0
65,USER_0065,2019-07-20,2019-11-05,40,5134.77,2.769230769230769,0.0923076923076923,57,0.8461538461538461,0.11926605504587155,0.07027507708621036,36.0
66,USER_0066,2019-01-01,2019-08-02,15,2267.616,15.214285714285714,0.5071428571428571,152,0.5851648351648351,0.04281345565749236,0.031027985054655927,23.0
67,USER_0067,2019-07-14,2019-07-24,26,3584.57,0.4,0.013333333333333334,161,0.5604395604395604,0.0764525993883792,0.04905513491801303,24.0
68,USER_0068,2019-03-04,2019-03-04,1,18.99,,,303,0.17032967032967028,0.0,0.0002476253088780093,6.0
69,USER_0069,2019-11-02,2019-11-02,21,4290.46,0.0,0.0,60,0.8379120879120878,0.06116207951070337,0.058717723601478915,34.0
70,USER_0070,2019-09-30,2019-09-30,5,671.0899999999999,0.0,0.0,93,0.7472527472527473,0.012232415902140673,0.009173908554834331,27.0
71,USER_0071,2019-02-04,2019-12-16,8,704.901,45.0,1.5,16,0.9587912087912088,0.021406727828746176,0.009636731071057348,35.0
72,USER_0072,2019-08-17,2019-08-17,4,504.218,0.0,0.0,137,0.6263736263736264,0.009174311926605505,0.006889678010716523,23.0
73,USER_0073,2019-04-19,2019-04-19,2,283.19,0.0,0.0,257,0.29670329670329665,0.0030581039755351682,0.0038641320311317436,11.0
74,USER_0074,2019-10-27,2019-10-27,4,317.9,0.0,0.0,66,0.8214285714285714,0.009174311926605505,0.00433926052594411,29.0
75,USER_0075,2019-04-12,2019-06-27,20,2248.936,4.0,0.13333333333333333,188,0.4862637362637362,0.0581039755351682,0.03077228351956244,20.0
76,USER_0076,2019-10-14,2019-12-16,24,5668.586,2.739130434782609,0.09130434782608696,16,0.9587912087912088,0.07033639143730887,0.07758222754967213,39.0
77,USER_0077,2019-09-07,2019-12-04,34,4679.137,2.6666666666666665,0.08888888888888888,28,0.9258241758241759,0.10091743119266054,0.0640381361044517,38.0
78,USER_0078,2019-09-26,2019-11-05,26,4074.178,1.6,0.05333333333333334,57,0.8461538461538461,0.0764525993883792,0.055757143333112213,34.0
79,USER_0079,2019-08-18,2019-08-18,1,51.99,,,136,0.6291208791208791,0.0,0.0006993464361844939,22.0
80,USER_0080,2019-11-10,2019-11-10,8,2273.314,0.0,0.0,52,0.8598901098901098,0.021406727828746176,0.031105982235970844,32.0
81,USER_0081,2019-02-25,2019-06-26,28,3685.777,4.481481481481482,0.14938271604938272,189,0.48351648351648346,0.08256880733944953,0.05044050886138597,22.0
82,USER_0082,2019-04-18,2019-04-18,1,13.100999999999999,,,258,0.2939560439560439,0.0,0.0001670136204323157,10.0
83,USER_0083,2019-08-09,2019-08-09,7,2213.1040000000003,0.0,0.0,145,0.6043956043956044,0.018348623853211007,0.030281796506421654,23.0
84,USER_0084,2019-08-24,2019-10-05,26,2523.974,1.68,0.056,88,0.760989010989011,0.0764525993883792,0.03453714641083883,31.0
85,USER_0085,2019-01-09,2019-12-19,16,2764.661,22.933333333333334,0.7644444444444445,13,0.967032967032967,0.045871559633027525,0.03783179498562719,37.0
86,USER_0086,2019-10-02,2019-10-02,5,716.19,0.0,0.0,91,0.7527472527472527,0.012232415902140673,0.009791260762153194,27.0
87,USER_0087,2019-08-22,2019-09-19,2,74.16,28.0,0.9333333333333333,104,0.7170329670329669,0.0030581039755351682,0.001002820902620396,25.0
88,USER_0088,2019-06-09,2019-06-09,2,32.282999999999994,0.0,0.0,206,0.4368131868131867,0.0030581039755351682,0.0004295867920684668,15.0
89,USER_0089,2019-06-30,2019-11-30,38,6342.629,4.135135135135135,0.13783783783783785,32,0.9148351648351648,0.11314984709480122,0.08680887796824925,39.0
90,USER_0090,2019-08-30,2019-08-30,3,242.816,0.0,0.0,124,0.6620879120879121,0.006116207951070337,0.0033114717646507735,24.0
91,USER_0091,2019-09-09,2019-09-09,11,1545.277,0.0,0.0,114,0.6895604395604396,0.030581039755351678,0.021140233922006268,26.0
92,USER_0092,2019-12-10,2019-12-10,10,1260.203,0.0,0.0,22,0.9423076923076923,0.027522935779816512,0.017237993053952665,35.0
93,USER_0093,2019-07-12,2019-07-12,3,202.98000000000002,0.0,0.0,173,0.5274725274725274,0.006116207951070337,0.0027661759213968005,19.0
94,USER_0094,2019-03-20,2019-12-03,88,14499.063,2.9655172413793105,0.09885057471264368,29,0.9230769230769231,0.2660550458715596,0.19845837982524744,49.0
95,USER_0095,2019-02-05,2019-12-11,68,11262.569,4.611940298507463,0.1537313432835821,21,0.945054945054945,0.20489296636085627,0.15415557018280276,46.0
96,USER_0096,2019-04-12,2019-09-30,38,9365.674,4.621621621621622,0.15405405405405406,93,0.7472527472527473,0.11314984709480122,0.12818988691668054,35.0
97,USER_0097,2019-01-31,2019-01-31,6,934.026,0.0,0.0,335,0.08241758241758235,0.015290519877675842,0.012773112989060326,4.0
98,USER_0098,2019-06-28,2019-10-27,8,1295.874,17.285714285714285,0.5761904761904761,66,0.8214285714285714,0.021406727828746176,0.01772627621553296,30.0
99,USER_0099,2019-10-14,2019-10-14,4,1634.5500000000002,0.0,0.0,79,0.7857142857142857,0.009174311926605505,0.022362249079522386,29.0
100,USER_0100,2019-06-28,2019-06-28,13,1544.597,0.0,0.0,187,0.48901098901098894,0.03669724770642202,0.02113092572907995,19.0
101,USER_0101,2019-03-04,2019-08-30,21,2692.363,8.95,0.2983333333333333,124,0.6620879120879121,0.06116207951070337,0.03684214243829373,27.0
102,USER_0102,2019-03-27,2019-11-08,16,2752.792,15.066666666666666,0.5022222222222222,54,0.8543956043956044,0.045871559633027525,0.03766932595350596,33.0
103,USER_0103,2019-02-06,2019-12-21,27,3555.323,12.23076923076923,0.4076923076923077,11,0.9725274725274725,0.07951070336391437,0.048654786802548394,39.0
104,USER_0104,2019-03-01,2019-11-27,26,6178.718,10.84,0.36133333333333334,35,0.9065934065934066,0.0764525993883792,0.08456517912891794,37.0
105,USER_0105,2019-04-12,2019-07-06,10,1844.7140000000002,9.444444444444445,0.3148148148148148,179,0.510989010989011,0.027522935779816512,0.025239082988590265,20.0
106,USER_0106,2019-08-21,2019-08-21,7,452.32800000000003,0.0,0.0,133,0.6373626373626373,0.018348623853211007,0.006179380759324599,23.0
107,USER_0107,2019-02-08,2019-02-09,14,4150.762,0.07692307692307693,0.002564102564102564,326,0.1071428571428571,0.039755351681957186,0.05680546487291948,7.0
108,USER_0108,2019-06-27,2019-11-17,16,1650.67,9.533333333333333,0.31777777777777777,45,0.8791208791208791,0.045871559633027525,0.022582908005952095,33.0
109,USER_0109,2019-10-11,2019-10-11,8,870.025,0.0,0.0,82,0.7774725274725275,0.021406727828746176,0.011897034083946923,28.0
110,USER_0110,2019-08-19,2019-08-19,7,488.002,0.0,0.0,135,0.6318681318681318,0.018348623853211007,0.006667704986461918,23.0
111,USER_0111,2019-04-24,2019-11-27,38,11545.644,5.864864864864865,0.1954954954954955,35,0.9065934065934066,0.11314984709480122,0.15803044770135682,41.0
112,USER_0112,2019-07-13,2019-07-13,2,77.752,0.0,0.0,172,0.5302197802197801,0.0030581039755351682,0.0010519900629017563,19.0
113,USER_0113,2019-07-29,2019-11-20,18,2671.5840000000003,6.705882352941177,0.2235294117647059,42,0.8873626373626373,0.051987767584097865,0.03655770870179975,34.0
114,USER_0114,2019-08-16,2019-08-16,1,125.16000000000001,,,138,0.6236263736263736,0.0,0.0017009353720940541,22.0
115,USER_0115,2019-01-30,2019-01-30,8,1677.468,0.0,0.0,336,0.07967032967032961,0.021406727828746176,0.02294973293836298,4.0
116,USER_0116,2019-10-23,2019-10-24,34,9008.044,0.030303030303030304,0.00101010101010101,69,0.8131868131868132,0.10091743119266054,0.12329446186338906,36.0
117,USER_0117,2019-03-01,2019-09-28,10,1577.668,23.444444444444443,0.7814814814814814,95,0.7417582417582418,0.027522935779816512,0.021583618741236096,28.0
118,USER_0118,2019-01-08,2019-09-15,328,68590.161,0.764525993883792,0.025484199796126403,108,0.706043956043956,0.9999999999999999,0.9388854030314757,93.0
119,USER_0119,2019-05-05,2019-08-01,20,1817.258,4.631578947368421,0.1543859649122807,153,0.5824175824175823,0.0581039755351682,0.02486325101067127,23.0
120,USER_0120,2019-12-21,2019-12-21,17,3370.5789999999997,0.0,0.0,11,0.9725274725274725,0.04892966360856269,0.046125915046696594,37.0
121,USER_0121,2019-04-12,2019-04-12,1,44.982,,,264,0.2774725274725274,0.0,0.0006034172949674077,10.0
122,USER_0122,2019-03-01,2019-03-02,8,893.166,0.14285714285714285,0.0047619047619047615,305,0.1648351648351648,0.021406727828746176,0.012213800102340844,7.0
123,USER_0123,2019-11-06,2019-11-06,28,4994.886,0.0,0.0,56,0.8489010989010989,0.08256880733944953,0.06836027229311521,35.0
124,USER_0124,2019-04-05,2019-08-11,28,3964.178,4.7407407407407405,0.1580246913580247,143,0.6098901098901098,0.08256880733944953,0.0542514062420906,26.0
125,USER_0125,2019-12-08,2019-12-18,7,1242.8229999999999,1.6666666666666667,0.05555555555555556,14,0.9642857142857143,0.018348623853211007,0.01700008659357125,35.0
126,USER_0126,2019-12-01,2019-12-01,3,517.8629999999999,0.0,0.0,31,0.9175824175824175,0.006116207951070337,0.0070764578525982485,33.0
127,USER_0127,2019-02-04,2019-12-24,15,2053.264,23.071428571428573,0.7690476190476191,8,0.9807692307692307,0.04281345565749236,0.028093823627977153,37.0
128,USER_0128,2019-06-26,2019-10-28,32,3871.033,4.0,0.13333333333333333,65,0.8241758241758241,0.09480122324159021,0.05297638913897052,34.0
129,USER_0129,2019-04-30,2019-04-30,8,673.312,0.0,0.0,246,0.32692307692307687,0.021406727828746176,0.009204324444072967,13.0
130,USER_0130,2019-01-03,2019-01-03,2,128.023,0.0,0.0,363,0.005494505494505364,0.0030581039755351682,0.0017401256020176438,0.0
131,USER_0131,2019-02-08,2019-08-09,11,2064.484,18.2,0.6066666666666667,145,0.6043956043956044,0.030581039755351678,0.028247408811261355,23.0
132,USER_0132,2019-04-12,2019-06-02,7,325.56100000000004,8.5,0.2833333333333333,213,0.41758241758241754,0.018348623853211007,0.004444128270074262,15.0
133,USER_0133,2019-03-04,2019-03-04,5,488.135,0.0,0.0,303,0.17032967032967028,0.012232415902140673,0.006669525559490153,7.0
134,USER_0134,2019-09-11,2019-09-11,5,544.2860000000001,0.0,0.0,112,0.695054945054945,0.012232415902140673,0.007438149590380651,25.0
135,USER_0135,2019-04-19,2019-11-08,31,7326.174,6.766666666666667,0.22555555555555556,54,0.8543956043956044,0.09174311926605504,0.10027215239723884,37.0
136,USER_0136,2019-06-01,2019-10-03,6,973.386,24.8,0.8266666666666667,90,0.7554945054945055,0.015290519877675842,0.01331189309726588,27.0
137,USER_0137,2019-12-05,2019-12-06,19,2603.921,0.05555555555555555,0.0018518518518518517,26,0.9313186813186813,0.05504587155963303,0.03563150244007433,36.0
138,USER_0138,2019-01-05,2019-01-05,28,4179.285,0.0,0.0,361,0.01098901098901095,0.08256880733944953,0.057195902500621384,5.0
139,USER_0139,2019-03-25,2019-06-29,23,3346.498,4.363636363636363,0.14545454545454545,186,0.4917582417582417,0.0672782874617737,0.04579628182043395,21.0
140,USER_0140,2019-02-01,2019-11-27,49,10847.835,6.229166666666667,0.2076388888888889,35,0.9065934065934066,0.14678899082568808,0.14847847594000496,42.0
141,USER_0141,2019-12-23,2019-12-23,9,2235.362,0.0,0.0,9,0.978021978021978,0.024464831804281346,0.03058647556253037,36.0
142,USER_0142,2019-11-17,2019-12-03,12,1796.3249999999998,1.4545454545454546,0.048484848484848485,29,0.9230769230769231,0.033639143730886854,0.02457670924224985,34.0
143,USER_0143,2019-10-21,2019-10-24,23,4483.556,0.13636363636363635,0.004545454545454545,69,0.8131868131868132,0.0672782874617737,0.061360921868096274,33.0
144,USER_0144,2019-01-17,2019-01-17,3,850.405,0.0,0.0,349,0.04395604395604391,0.006116207951070337,0.011628465340984703,2.0
145,USER_0145,2019-06-05,2019-06-05,1,238.0,,,210,0.42582417582417575,0.0,0.0032455478571020453,15.0
146,USER_0146,2019-06-01,2019-06-02,24,3037.772,0.043478260869565216,0.0014492753623188406,213,0.41758241758241754,0.07033639143730887,0.04157028010077268,19.0
147,USER_0147,2019-01-09,2019-11-12,19,5141.295,17.055555555555557,0.5685185185185185,50,0.8653846153846154,0.05504587155963303,0.07036439467274597,35.0
148,USER_0148,2019-04-06,2019-04-06,1,31.686,,,270,0.26098901098901095,0.0,0.0004214147462199223,9.0
149,USER_0149,2019-04-18,2019-09-07,31,3461.228,4.733333333333333,0.15777777777777777,116,0.6840659340659341,0.09174311926605504,0.047366765606369494,29.0
150,USER_0150,2019-05-06,2019-05-06,1,1.2,,,240,0.3434065934065933,0.0,4.106555702786224e-06,12.0
151,USER_0151,2019-06-15,2019-08-31,11,1135.168,7.7,0.25666666666666665,123,0.6648351648351648,0.030581039755351678,0.015526449079626414,25.0
152,USER_0152,2019-11-29,2019-11-29,1,228.0,,,33,0.9120879120879121,0.0,0.0031086626670091713,32.0
153,USER_0153,2019-03-18,2019-03-18,2,62.76299999999999,0.0,0.0,289,0.20879120879120872,0.0030581039755351682,0.0008468128514715471,7.0
154,USER_0154,2019-01-22,2019-01-22,7,1090.622,0.0,0.0,344,0.0576923076923076,0.018348623853211007,0.014916680311838699,3.0
155,USER_0155,2019-10-05,2019-10-06,19,3764.842,0.05555555555555555,0.0018518518518518517,87,0.7637362637362637,0.05504587155963303,0.05152279161685529,30.0
156,USER_0156,2019-01-12,2019-07-20,30,5655.232,6.517241379310345,0.21724137931034485,165,0.5494505494505494,0.08868501529051988,0.07739943106682211,25.0
157,USER_0157,2019-09-05,2019-09-05,1,15.35,,,118,0.6785714285714286,0.0,0.0001977990996842031,24.0
158,USER_0158,2019-06-11,2019-06-11,8,246.93099999999998,0.0,0.0,204,0.4423076923076923,0.021406727828746176,0.003367800020373991,16.0
159,USER_0159,2019-12-06,2019-12-06,5,847.634,0.0,0.0,26,0.9313186813186813,0.012232415902140673,0.011590534454809969,33.0
160,USER_0160,2019-06-25,2019-06-29,2,18.662999999999997,4.0,0.13333333333333333,186,0.4917582417582417,0.0030581039755351682,0.00024314916316197228,17.0
161,USER_0161,2019-10-16,2019-10-16,2,804.77,0.0,0.0,77,0.7912087912087912,0.0030581039755351682,0.011003789775995873,28.0
162,USER_0162,2019-08-08,2019-08-08,2,174.21,0.0,0.0,146,0.6016483516483516,0.0030581039755351682,0.0023723572294996015,21.0
163,USER_0163,2019-04-11,2019-04-11,7,683.5550000000001,0.0,0.0,265,0.27472527472527464,0.018348623853211007,0.0093445359442851,11.0
164,USER_0164,2019-07-05,2019-07-06,7,1012.02,0.16666666666666666,0.005555555555555555,179,0.510989010989011,0.018348623853211007,0.01384073534067069,19.0
165,USER_0165,2019-01-14,2019-10-27,25,4750.719,11.916666666666666,0.3972222222222222,66,0.8214285714285714,0.07339449541284403,0.06501798767217452,34.0
166,USER_0166,2019-08-26,2019-10-12,6,843.085,9.4,0.31333333333333335,81,0.7802197802197802,0.015290519877675842,0.011528265381836721,28.0
167,USER_0167,2019-12-31,2019-12-31,14,2890.086,0.0,0.0,1,1.0,0.039755351681957186,0.03954867748236706,38.0
168,USER_0168,2019-07-17,2019-08-01,13,866.348,1.25,0.041666666666666664,153,0.5824175824175823,0.03669724770642202,0.011846701399549773,22.0
169,USER_0169,2019-04-10,2019-04-11,6,590.26,0.2,0.006666666666666667,265,0.27472527472527464,0.015290519877675842,0.00806746556331363,10.0
170,USER_0170,2019-01-31,2019-06-23,10,1439.053,15.88888888888889,0.5296296296296297,192,0.47527472527472525,0.027522935779816512,0.01968618467876372,18.0
171,USER_0171,2019-10-04,2019-10-04,2,483.79999999999995,0.0,0.0,89,0.7582417582417582,0.0030581039755351682,0.006610185829584891,27.0
172,USER_0172,2019-01-29,2019-12-19,31,3775.587,10.8,0.36000000000000004,13,0.967032967032967,0.09174311926605504,0.051669874753610075,39.0
173,USER_0173,2019-06-14,2019-08-23,4,1125.57,23.333333333333332,0.7777777777777778,131,0.6428571428571428,0.009174311926605505,0.015395066674175274,23.0
174,USER_0174,2019-04-29,2019-09-05,2,156.6,129.0,4.3,118,0.6785714285714286,0.0030581039755351682,0.00213130240974605,24.0
175,USER_0175,2019-12-14,2019-12-14,2,449.828,0.0,0.0,18,0.9532967032967032,0.0030581039755351682,0.00614515946180138,34.0
176,USER_0176,2019-11-03,2019-11-21,7,730.514,3.0,0.1,41,0.8901098901098901,0.018348623853211007,0.009987335108442227,32.0
177,USER_0177,2019-04-24,2019-04-24,8,822.1410000000001,0.0,0.0,252,0.31043956043956034,0.021406727828746176,0.011241573039706205,12.0
178,USER_0178,2019-09-11,2019-10-27,23,2114.382,2.090909090909091,0.06969696969696969,66,0.8214285714285714,0.0672782874617737,0.02893043853278678,32.0
179,USER_0179,2019-10-27,2019-10-27,5,842.55,0.0,0.0,66,0.8214285714285714,0.012232415902140673,0.011520942024166751,30.0
180,USER_0180,2019-06-24,2019-11-10,37,5151.543,3.861111111111111,0.1287037037037037,52,0.8598901098901098,0.11009174311926605,0.07050467461555314,36.0
181,USER_0181,2019-05-22,2019-09-28,8,2061.253,18.428571428571427,0.6142857142857142,95,0.7417582417582418,0.021406727828746176,0.02820318120634235,28.0
182,USER_0182,2019-01-30,2019-01-30,3,192.229,0.0,0.0,336,0.07967032967032961,0.006116207951070337,0.0026190106535279515,3.0
183,USER_0183,2019-02-03,2019-02-03,28,4264.118,0.0,0.0,332,0.09065934065934056,0.08256880733944953,0.058357140633736274,8.0
184,USER_0184,2019-04-18,2019-06-13,6,1593.2479999999998,11.2,0.3733333333333333,202,0.44780219780219777,0.015290519877675842,0.021796885867400792,17.0
185,USER_0185,2019-07-07,2019-07-07,4,165.192,0.0,0.0,178,0.5137362637362637,0.009174311926605505,0.0022489141650738477,18.0
186,USER_0186,2019-07-12,2019-07-12,1,9.99,,,173,0.5274725274725274,0.0,0.00012442863779442258,18.0
187,USER_0187,2019-03-15,2019-03-15,16,1797.681,0.0,0.0,292,0.2005494505494505,0.045871559633027525,0.024595270874026447,9.0
